year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
2012,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap9cl707413,ga,37.0,54916.0,red,black,nissan motor acceptance corporation,8800.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2008,Lincoln,MKX,Base,SUV,automatic,2lmdu88cx8bj07022,fl,28.0,93163.0,gray,gray,fulton financial department,10000.0,Wed Mar 04 2015 09:20:00 GMT-0800 (PST)
2001,Toyota,Corolla,LE,Sedan,automatic,2t1br12e21c420850,nj,1.0,170680.0,beige,beige,american bodywork & collision,800.0,Wed Mar 04 2015 04:00:00 GMT-0800 (PST)
2006,BMW,5 Series,530i,Sedan,automatic,wbane73516cm34486,fl,22.0,93630.0,black,black,santander consumer,8500.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2000,Ford,Mustang,Base,Coupe,automatic,1fafp4045yf236996,fl,2.0,183623.0,silver,gray,d&a fine cars,1600.0,Fri Jan 23 2015 01:25:00 GMT-0800 (PST)
2011,Ram,1500,Laramie,crew cab,automatic,1d7rv1ct2bs653429,ut,2.0,48097.0,red,black,excell auto center,18500.0,Wed Jun 03 2015 04:30:00 GMT-0700 (PDT)
2012,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g1za5e07cf394262,mo,42.0,26615.0,white,gray,sutton ford/ge,11700.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Sport,SUV,automatic,5xyzt3lbxdg048246,fl,39.0,31064.0,brown,beige,hyundai motor america/co car open sale,17600.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2006,GMC,Yukon XL,Denali,SUV,automatic,1gkfk66u96j111252,wa,48.0,137651.0,white,beige,wells fargo dealer services,10100.0,Wed Feb 11 2015 05:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i xDrive,Sedan,,wba3b3g5xenr84517,oh,42.0,3931.0,white,gray,bmw north america,38500.0,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2013,Ford,Focus,SE,sedan,automatic,1fadp3f24dl249306,nj,42.0,19552.0,red,black,ford motor credit company llc,11200.0,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT)
2011,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kxc86bf124735,wa,32.0,64196.0,black,black,larry h. miller fleet lease,31850.0,Wed Jan 07 2015 05:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc173605,fl,35.0,18180.0,white,black,nissan-infiniti lt,12200.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SEL PZEV,Sedan,,3vwlp7ajxdm354729,pa,42.0,18346.0,—,black,r hollenshead auto sales inc,17000.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2011,Cadillac,SRX,Luxury,SUV,automatic,3gyfnaey3bs645683,nc,44.0,37202.0,blue,beige,t & k enterprises of mt airy inc,21200.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx5dua42046,ga,39.0,71350.0,black,gray,ford-lincoln dealer program,13900.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Leaf,S,Hatchback,automatic,1n4az0cp6dc404742,hi,34.0,19698.0,white,black,nissan-infiniti lt,11750.0,Wed Jan 28 2015 08:15:00 GMT-0800 (PST)
1994,Cadillac,Eldorado,Base,coupe,automatic,1g6el12y6ru610256,pa,2.0,99398.0,white,black,purple heart,300.0,Tue Jun 02 2015 06:01:00 GMT-0700 (PDT)
2014,Chevrolet,Silverado 1500,LTZ,crew cab,automatic,3gcuksec1eg432481,sc,21.0,14132.0,white,tan,carolina trust fcu,39750.0,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h72dr118389,mi,28.0,23085.0,blue,black,ford motor credit company llc,12400.0,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f26dl157193,mi,45.0,19317.0,black,black,ford motor credit company llc,11600.0,Thu Jan 08 2015 09:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40e69j049794,fl,27.0,49772.0,black,gray,santander consumer,7200.0,Wed Feb 18 2015 01:05:00 GMT-0800 (PST)
2006,Porsche,Cayman S,Base,Coupe,manual,wp0ab29846u783859,tx,39.0,41072.0,black,gray,laredo dodge chrysler jeep,24500.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,sedan,,5npdh4ae5dh324887,pa,41.0,5498.0,silver,gray,hyundai motor finance,12200.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
2012,Dodge,Avenger,SE,sedan,automatic,1c3cdzab0cn122861,tx,31.0,63721.0,red,black,tdaf remarketing,8750.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2011,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2bt9bed12579,tn,28.0,97669.0,black,tan,dempewolf ford lincoln mercury,30300.0,Wed May 13 2015 03:30:00 GMT-0700 (PDT)
2002,Toyota,Camry Solara,SE,Coupe,automatic,2t1ce22p02c012324,fl,28.0,74188.0,gold,beige,napletons north palm auto park inc,4600.0,Thu May 21 2015 02:15:00 GMT-0700 (PDT)
2005,Chevrolet,Malibu Maxx,LS,Hatchback,automatic,1g1zt64885f183257,oh,27.0,143211.0,silver,gray,dt inventory,3300.0,Thu Feb 26 2015 01:00:00 GMT-0800 (PST)
2012,Ford,Edge,SE Fleet,suv,automatic,2fmdk4gc8cba94100,wi,32.0,44026.0,—,gray,ari,16000.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2014,Chevrolet,Equinox,LT,suv,automatic,2gnalcek3e6126088,tx,42.0,27510.0,black,black,gm financial,20200.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sbxe7298768,ca,1.0,23371.0,red,black,enterprise vehicle exchange / tra / rental / tulsa,10500.0,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2012,Hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae1cu210742,oh,35.0,36048.0,blue,tan,hyundai motor finance,11400.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2012,Ford,Focus,S,Sedan,automatic,1fahp3e23cl167360,tx,4.0,44562.0,gray,black,ge fleet services for itself/servicer,8300.0,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2009,Honda,Pilot,EX-L,SUV,automatic,5fnyf38639b008605,fl,37.0,93609.0,gray,—,courtesy chrysler jeep dodge,14000.0,Thu Feb 26 2015 08:20:00 GMT-0800 (PST)
2005,Dodge,Dakota,SLT,Club Cab,automatic,1d7he42n05s235598,ca,25.0,109877.0,white,gray,tdaf remarketing,5700.0,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2012,Ford,Fusion,S,Sedan,automatic,3fahp0ga1cr248748,mi,42.0,94619.0,white,gray,lease plan usa,6900.0,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i xDrive,Sedan,automatic,wbaxh5c59cdw09576,ca,42.0,20218.0,blue,—,financial services remarketing/rail cars,29500.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,suv,automatic,jn8as5mv6cw393297,wa,45.0,38575.0,gray,black,nissan-infiniti lt,17100.0,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT)
2015,Audi,,2.0 TFSI Premium quattro,Sedan,automatic,waubfgff3f1005561,fl,47.0,5767.0,white,black,vw credit,25200.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a72cl071745,ca,21.0,17914.0,black,black,tdaf remarketing,45750.0,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2009,Honda,Accord,LX,Sedan,automatic,1hgcp263x9a024241,pa,19.0,144361.0,gold,tan,ahfc/honda lease trust/hvt  inc.,5300.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2013,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c5xdt546229,tx,39.0,28810.0,white,black,avis corporation,14500.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2012,Ford,Fusion,S,sedan,automatic,3fahp0ga6cr194928,pa,42.0,89226.0,silver,gray,ari,8000.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2004,,,,,automatic,1gyee637040145817,tn,29.0,99425.0,off-white,tan,united auto credit/atlanta,2900.0,Tue Feb 10 2015 02:30:00 GMT-0800 (PST)
2012,Buick,Regal,GS,Sedan,automatic,2g4gv5gv3c9145005,pa,32.0,23503.0,black,black,rick weaver buick pont gmc trk,19100.0,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-250,E-Series Van,,1ftne2ew9eda10252,nj,44.0,10786.0,white,gray,u-haul,21800.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2005,Chevrolet,Malibu Maxx,LS,Hatchback,automatic,1g1zt64865f205580,nc,19.0,141220.0,green,gray,dt inventory,1500.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2008,Chrysler,300,C HEMI,sedan,automatic,2c3ka63h28h140542,in,31.0,76239.0,gray,black,wheatley auto sales,11500.0,Thu Jun 04 2015 03:10:00 GMT-0700 (PDT)
2013,Volvo,S60,T5,Sedan,automatic,yv1612fsxd1212829,tx,41.0,37516.0,blue,black,avis corporation,16900.0,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg8br636797,mi,34.0,100371.0,black,black,gm financial,6800.0,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
2010,Jeep,Wrangler,Unlimited Sport,SUV,,1j4ba3h10al210158,ca,25.0,64850.0,white,purple,dtg operations inc,18500.0,Thu Mar 05 2015 03:30:00 GMT-0800 (PST)
2011,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fj9bm195817,ny,38.0,17790.0,black,black,ford motor credit company llc,9400.0,Wed Jan 21 2015 01:20:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap1dl716503,nc,36.0,47767.0,red,black,merchants automotive group,10000.0,Tue Feb 24 2015 01:15:00 GMT-0800 (PST)
1998,Cadillac,Seville,STS,Sedan,automatic,1g6ky5496wu924227,ca,39.0,106613.0,white,black,wholesale enterprise inc,2300.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2009,Infiniti,M35,x,Sedan,automatic,jnkcy01f49m850209,nj,1.0,114800.0,beige,gray,vip auto enterprises inc,9000.0,Wed Mar 04 2015 04:00:00 GMT-0800 (PST)
2010,Chevrolet,Cobalt,LT,Sedan,automatic,1g1af5f55a7149444,tx,22.0,127945.0,white,black,regional acceptance corporation / greensboro,3500.0,Tue Feb 17 2015 02:30:00 GMT-0800 (PST)
2013,Toyota,RAV4,LE,SUV,,2t3bfrev1dw049452,pa,36.0,58437.0,gray,gray,the hertz corporation,16800.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2001,Mazda,Tribute,LX-V6,suv,automatic,4f2cu08151km10359,va,27.0,154113.0,silver,gray,brown's chantilly mazda,1450.0,Thu Jun 11 2015 02:05:00 GMT-0700 (PDT)
2012,Acura,TL,SH-AWD w/Technology Package,Sedan,,19uua9f58ca005615,pa,27.0,24702.0,gray,black,ahfc/honda lease/trust/hvt  inc. eot acuras,21800.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2013,Infiniti,FX,FX37,SUV,automatic,jn8cs1mwxdm173104,fl,37.0,40943.0,white,beige,the hertz corporation,27300.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2007,Lexus,ES 350,Base,Sedan,automatic,jthbj46g772051154,in,25.0,55417.0,black,black,santander consumer,8000.0,Thu Jan 15 2015 02:10:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja4cr267142,nj,34.0,38478.0,blue,beige,ford motor credit company llc,18700.0,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2014,Subaru,Legacy,2.5i Limited PZEV,Sedan,automatic,4s3bmbn66e3012164,ca,49.0,5507.0,red,beige,subaru of america,23000.0,Thu Jan 15 2015 05:00:00 GMT-0800 (PST)
2005,BMW,3 Series,325i,Sedan,automatic,wbaaz33445kp92530,nj,33.0,99464.0,gray,black,santander consumer,5400.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
1998,Honda,Civic,LX,Sedan,manual,2hgej6575wh550571,ca,19.0,143912.0,green,brown,subaru pacific,1100.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2014,Chrysler,300,Base,Sedan,,2c3ccaag4eh150903,on,46.0,25479.0,black,black,fca canada inc,18900.0,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
2014,Dodge,Challenger,SXT,Coupe,automatic,2c3cdyag7eh195355,ga,5.0,608.0,gray,black,opelika ford inc,21800.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac7ch439670,oh,49.0,46587.0,black,black,hyundai motor finance,13600.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2cm934934,fl,45.0,30067.0,gray,black,nissan infiniti lt,22000.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2011,Chrysler,300,C,Sedan,automatic,2c3ca6ct8bh514944,fl,44.0,27136.0,gray,black,zimmerman auto brokers inc,21300.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2008,Lexus,LS 460,L,sedan,,jthgl46f585021528,pa,23.0,73548.0,silver,black,tdaf remarketing,23900.0,Thu May 28 2015 02:00:00 GMT-0700 (PDT)
2009,Kia,Sorento,LX,SUV,automatic,kndjc735695870895,ga,43.0,72032.0,silver,gray,young motors llc,9500.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Acura,TL,Base,sedan,,19uua8f22ca033054,nj,19.0,40181.0,black,gray,ahfc/honda lease/trust/hvt  inc. eot acuras,16100.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2014,Kia,Sorento,LX,SUV,automatic,5xyktca64eg465340,fl,19.0,54495.0,gray,black,the hertz corporation,12501.0,Tue Jun 09 2015 02:15:00 GMT-0700 (PDT)
2010,Kia,Forte,EX,sedan,automatic,knafu4a22a5850445,tx,19.0,98659.0,red,gray,regional acceptance corporation / greensboro,3600.0,Tue Jun 16 2015 03:30:00 GMT-0700 (PDT)
2009,MINI,Cooper,S,hatchback,automatic,wmwmf73579tw84277,ca,41.0,75432.0,red,black,hoehn honda,9300.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2011,Mazda,Mazda3,s Sport,Hatchback,automatic,jm1bl1k58b1393922,hi,35.0,23543.0,red,black,jpmorgan chase bank n.a.,11750.0,Wed Jan 28 2015 07:45:00 GMT-0800 (PST)
2010,Hyundai,Santa Fe,SE,SUV,automatic,5nmsh4ag0ah356308,tn,42.0,66816.0,—,gray,paul's trading station  llc,10800.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,,1n4al3ap1dc136267,pa,37.0,21740.0,black,black,nissan-infiniti lt,14900.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2011,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5ek6b1268373,tx,19.0,105489.0,gray,black,landmark credit union,3400.0,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2007,Nissan,Versa,1.8 S,Hatchback,,3n1bc13e57l449641,ca,19.0,86313.0,black,gray,quality acceptance,2900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Mercedes-Benz,E-Class,E350 4MATIC,sedan,automatic,wdbuf87x37b175020,nj,32.0,119310.0,black,black,paramus ford inc,8700.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2011,Honda,CR-V,EX-L,SUV,,5j6re4h71bl113257,tn,44.0,53580.0,silver,gray,ahfc/honda lease trust/hvt  inc. eot,17400.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,sedan,automatic,1n4al3ap9dn556962,fl,38.0,56358.0,silver,black,dtg operations inc,11300.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp7ck220170,mo,36.0,64494.0,silver,black,remarketing by ge/meritrust credit union,7300.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2007,Jeep,Wrangler,Unlimited Sahara,suv,manual,1j4gb59187l111450,fl,34.0,88459.0,blue,gray,innovate loan servicing corp,13400.0,Thu Jun 11 2015 08:00:00 GMT-0700 (PDT)
2003,Mercedes-Benz,C-Class,C240,sedan,automatic,wdbrf61j23e011183,fl,23.0,106601.0,blue,tan,autonation honda sanford,1900.0,Tue Jun 02 2015 10:30:00 GMT-0700 (PDT)
2012,Ford,F-150,Lariat,supercrew,automatic,1ftfw1et4cfa71351,mo,39.0,42146.0,black,black,ford motor credit company llc,30000.0,Wed Jun 10 2015 03:00:00 GMT-0700 (PDT)
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3blxedb01650,il,27.0,29328.0,white,gray,avis budget group,18400.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
2014,Dodge,Challenger,SXT,Coupe,automatic,2c3cdyag6eh195198,hi,4.0,4393.0,black,black,bank of hawaii,19750.0,Wed Jan 14 2015 06:35:00 GMT-0800 (PST)
2013,Ford,Explorer,Sport,SUV,automatic,1fm5k8gt1dgb87871,pa,48.0,20500.0,silver,black,ford motor credit company llc,35000.0,Wed Feb 25 2015 01:00:00 GMT-0800 (PST)
2005,Honda,Accord,LX,Sedan,automatic,1hgcm56435a057143,nc,38.0,159194.0,white,gray,lendmark financial services/aiken,3800.0,Mon Feb 09 2015 00:31:00 GMT-0800 (PST)
2012,Nissan,Rogue,SV,suv,automatic,jn8as5mvxcw706903,pa,28.0,32749.0,gray,black,nissan-infiniti lt,14300.0,Thu Jun 11 2015 06:00:00 GMT-0700 (PDT)
2014,Kia,Optima,LX,Sedan,automatic,5xxgm4a70eg328255,fl,47.0,20242.0,white,beige,kia motors america  inc,15400.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2004,Acura,TL,3.2,Sedan,automatic,19uua66214a044181,ca,24.0,197274.0,blue,gray,south bay bmw,4000.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,GLK-Class,GLK350 4MATIC,suv,,wdcgg8jb9dg107208,pa,44.0,36307.0,white,black,all state motor inc,26300.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn420639,tn,43.0,54150.0,beige,tan,nissan-infiniti lt,11400.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,3gcpcte07bg368741,tx,38.0,92987.0,silver,beige,donlen corporation,19000.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2014,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc2es446471,az,41.0,40869.0,red,gray,toyota financial services/tmct,22500.0,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdn467997,il,42.0,22524.0,—,beige,nissan-infiniti lt,13300.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2014,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf9ekd18446,tx,31.0,13866.0,white,gray,u-haul,17000.0,Thu Mar 05 2015 04:00:00 GMT-0800 (PST)
2007,Cadillac,Escalade,Base,suv,automatic,1gyfk63867r177709,fl,19.0,136075.0,black,black,bright star credit union,14300.0,Fri May 29 2015 02:15:00 GMT-0700 (PDT)
2006,Buick,Lucerne,CXL,Sedan,automatic,1g4hd57216u205691,fl,19.0,123853.0,white,tan,gm financial,2800.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f48cc002104,nj,41.0,17011.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,19200.0,Wed Jan 14 2015 09:30:00 GMT-0800 (PST)
2008,Saturn,VUE,XE,SUV,automatic,3gsdl43n28s511595,nj,37.0,65361.0,silver,gray,dch wappingers falls toyota auto group,4000.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2006,Toyota,Matrix,Base,Wagon,automatic,2t1kr32ex6c592112,ca,39.0,99219.0,silver,black,santander consumer,6800.0,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
2013,Ford,Taurus,SEL,sedan,automatic,1fahp2e82dg194901,oh,28.0,17596.0,gray,gray,ford motor credit company llc pd,15200.0,Tue Jun 16 2015 02:00:00 GMT-0700 (PDT)
2009,Toyota,RAV4,Base,SUV,automatic,jtmzf33v99d007887,tx,4.0,50233.0,blue,brown,santander consumer,10000.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2002,Chevrolet,Prizm,Base,sedan,automatic,1y1sk52882z418514,in,25.0,128927.0,silver,gray,peoples auto credit inc,1900.0,Wed Jun 03 2015 06:15:00 GMT-0700 (PDT)
2012,Cadillac,SRX,Premium,SUV,automatic,3gyfnce3xcs556520,la,42.0,62988.0,red,tan,american auto brokers inc,23100.0,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2003,BMW,X5,3.0i,SUV,automatic,5uxfa53583lv99601,ca,2.0,147629.0,black,black,remarketing by ge/southern california financial,4000.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2015,Volvo,XC60,T5 Drive-E Premier,SUV,,yv440mdb0f2601083,pa,49.0,11231.0,white,beige,volvo na rep/world omni,29500.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f60ca045214,pa,36.0,59020.0,black,black,ahfc/honda lease trust/hvt  inc. eot,11800.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2010,Volkswagen,Tiguan,Wolfsburg Edition 4Motion,suv,,wvgbv7ax2aw531306,pa,48.0,53344.0,white,black,adcock brothers inc,16600.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
2013,Ford,Escape,SE,suv,automatic,1fmcu9g94dua34432,ma,4.0,56731.0,gray,black,the hertz corporation,13200.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap6bc863533,fl,28.0,45960.0,black,beige,nissan-infiniti lt,15800.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2005,GMC,Yukon XL,1500 SLE,suv,automatic,1gkec16z35j213166,ms,29.0,220417.0,gray,gray,don's wholesale llc,3000.0,Thu May 28 2015 03:15:00 GMT-0700 (PDT)
2009,GMC,Acadia,SLE-1,SUV,automatic,1gker13d69j197378,tx,41.0,101543.0,white,gray,credit acceptance corp/vrs/southfield,9300.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,sedan,automatic,3vwdp7ajxdm248124,ca,44.0,41042.0,brown,black,avis corporation,10900.0,Tue Jun 16 2015 05:45:00 GMT-0700 (PDT)
2008,Lexus,IS 250,Base,Sedan,automatic,jthbk262885059270,ca,26.0,80996.0,gray,gray,corona auto wholesale inc,14500.0,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcukrehxeg358319,tx,44.0,15583.0,gray,gray,texas auto brokers,27800.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak0cw183680,tx,4.0,64204.0,black,—,dtg operations inc,12900.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac6dh547590,fl,44.0,28042.0,black,gray,hyundai motor finance,13600.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2010,Audi,A5,2.0T Premium,Convertible,automatic,wauafafh8an017944,fl,4.0,23538.0,black,beige,tdaf remarketing,23500.0,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
2004,Ford,F-150,XLT,SuperCrew,automatic,1ftpw14574kc67445,nc,21.0,188556.0,—,tan,van 2 auto sales inc,7200.0,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
2014,BMW,5 Series,535d,Sedan,automatic,wbaxa5c53ed001527,nj,44.0,6589.0,—,black,bmw na manheim new jersey,49000.0,Tue Feb 10 2015 06:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,wdcgg5gb4cf754884,tx,42.0,44840.0,black,black,d&m leasing,23600.0,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
2009,Dodge,Journey,SXT,SUV,automatic,3d4gg57v49t582910,in,36.0,106003.0,beige,tan,santander consumer,8100.0,Thu Feb 19 2015 02:10:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 1500,LS,extended cab,automatic,1gcek19b55e159388,mi,21.0,250036.0,black,gray,ocean honda,2700.0,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
2012,Kia,Forte,EX,Sedan,automatic,knafu4a21c5550074,tx,38.0,37900.0,burgundy,gray,santander consumer,9700.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2009,GMC,Acadia,SLT-1,SUV,,1gkev23d59j148867,pa,43.0,153726.0,white,black,remarketing by ge/manheim pennsylvania,7100.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2003,Mitsubishi,Galant,ES,Sedan,automatic,4a3aa46g33e075048,nj,19.0,103721.0,blue,gray,holman ford lincoln turnersville,2000.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2002,BMW,3 Series,330i,Sedan,manual,wbaev53462km01253,ca,23.0,152043.0,black,gray,trade in solutions irvine,1900.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2007,,,,,,jm1cr193x70148611,on,,108643.0,gray,—,autopark superstore,3800.0,Thu Dec 18 2014 18:30:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c53e0c24698,nj,48.0,12186.0,gray,—,bmw north america greer,51250.0,Tue Feb 10 2015 06:00:00 GMT-0800 (PST)
2010,Honda,Odyssey,Touring,Minivan,automatic,5fnrl3h94ab038868,fl,34.0,61116.0,silver,gray,award auto sales and leasing inc,17300.0,Wed Jan 21 2015 01:10:00 GMT-0800 (PST)
2014,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej7em111810,mo,42.0,37631.0,black,black,avis corporation,9800.0,Wed Feb 25 2015 02:45:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,sedan,automatic,wbaph5c58ba444975,ca,29.0,104728.0,white,black,executive enterprises auto wholesale inc,12250.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2013,Ford,Escape,SE,suv,automatic,1fmcu9gx7dub88499,ny,41.0,12698.0,black,black,ford motor credit company llc,18900.0,Wed Jun 10 2015 02:20:00 GMT-0700 (PDT)
